Id,Street,Alley,LandContour,Utilities,HouseStyle,YearBuilt,Heating,CentralAir,GarageType,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
459,Pave,Grvl,Lvl,AllPub,2Story,1925,GasA,Y,Detchd,TA,TA,Y,192,63,0,0,0,0,161000
460,Pave,,Bnk,AllPub,1.5Fin,1950,GasA,Y,Detchd,TA,TA,Y,0,0,248,0,0,0,110000
461,Pave,,Lvl,AllPub,2Story,2009,GasA,Y,BuiltIn,TA,TA,Y,0,150,0,0,0,0,263435
462,Pave,,Lvl,AllPub,2Story,1936,GasA,Y,Detchd,TA,TA,Y,256,0,0,0,0,0,155000
463,Pave,,Lvl,AllPub,1Story,1965,GasA,Y,Detchd,TA,TA,Y,0,0,236,0,0,0,62383
464,Pave,,HLS,AllPub,2Story,1934,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,188700
465,Pave,,HLS,AllPub,1Story,1978,GasA,Y,,,,Y,0,0,0,0,0,0,124000
466,Pave,,Lvl,AllPub,1Story,2004,GasA,Y,Attchd,TA,TA,Y,144,20,0,0,0,0,178740
467,Pave,,Lvl,AllPub,1Story,1970,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,176,0,167000
468,Pave,,Lvl,AllPub,2Story,1942,GasA,Y,Attchd,TA,TA,Y,168,0,0,0,0,0,146500
469,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,0,44,0,0,0,0,250000
470,Pave,,Lvl,AllPub,2Story,1993,GasA,Y,Attchd,TA,TA,Y,144,70,0,0,0,0,187000
471,Pave,,Lvl,AllPub,1Story,1985,GasA,Y,Attchd,TA,TA,Y,0,54,0,0,140,0,212000
472,Pave,,Lvl,AllPub,2Story,1977,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,276,0,190000
473,Pave,,Lvl,AllPub,SLvl,2005,GasA,Y,Basment,TA,TA,Y,0,28,0,0,0,0,148000
474,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,250,63,0,0,0,0,440000
475,Pave,,Lvl,AllPub,1Story,2000,GasA,Y,Attchd,TA,TA,Y,96,48,0,0,0,0,251000
476,Pave,,Lvl,AllPub,1Story,1963,GasA,Y,Detchd,TA,TA,Y,0,24,0,0,192,0,132500
477,Pave,,Lvl,AllPub,1Story,1997,GasA,Y,Attchd,TA,TA,Y,140,39,0,0,0,0,208900
478,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,BuiltIn,TA,TA,Y,414,84,0,0,0,0,380000
479,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,Attchd,TA,TA,Y,208,44,0,0,0,0,297000
480,Pave,,Bnk,AllPub,1Story,1937,GasA,Y,Detchd,TA,TA,Y,0,72,0,0,0,0,89471
481,Pave,,Lvl,AllPub,1Story,2004,GasA,Y,Attchd,TA,TA,Y,519,112,0,0,0,0,326000
482,Pave,,HLS,AllPub,1Story,2003,GasA,Y,Attchd,TA,TA,Y,206,49,0,0,0,0,374000
483,Pave,Pave,Lvl,AllPub,2Story,1915,GasA,Y,Attchd,Fa,Fa,Y,0,0,0,0,0,0,155000
484,Pave,,Lvl,AllPub,1Story,1998,GasA,Y,Attchd,TA,TA,Y,0,125,0,0,0,0,164000
485,Pave,,Lvl,AllPub,1Story,1962,GasA,Y,Detchd,TA,TA,Y,0,132,0,0,0,0,132500
486,Pave,,Lvl,AllPub,1Story,1950,GasA,Y,Attchd,TA,TA,Y,0,80,120,0,0,0,147000
487,Pave,,Lvl,AllPub,1Story,1965,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,156000
488,Pave,,Lvl,AllPub,1Story,1971,GasA,Y,Attchd,TA,TA,Y,224,0,0,0,180,0,175000
489,Pave,,Lvl,AllPub,1.5Fin,1900,GasA,N,Attchd,TA,Fa,N,142,0,0,0,0,0,160000
490,Pave,,Lvl,AllPub,SFoyer,1970,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,86000
491,Pave,,Lvl,AllPub,2Story,1976,GasA,Y,BuiltIn,TA,TA,Y,141,24,0,0,0,0,115000
492,Pave,,Lvl,AllPub,1.5Fin,1941,GasA,Y,Attchd,TA,TA,Y,0,0,32,0,0,0,133000
493,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,172785
494,Pave,,Lvl,AllPub,1Story,1960,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,155000
495,Pave,,Lvl,AllPub,1Story,1938,GasA,Y,Attchd,TA,TA,Y,144,20,80,0,0,0,91300
496,Pave,,Lvl,AllPub,1Story,1920,GasA,N,,,,N,0,523,115,0,0,0,34900
497,Pave,,Lvl,AllPub,1Story,1992,GasA,Y,Attchd,TA,TA,Y,264,75,291,0,0,0,430000
498,Pave,Pave,Lvl,AllPub,1.5Fin,1925,GasA,Y,Detchd,TA,TA,N,0,100,0,0,0,0,184000
499,Pave,,Lvl,AllPub,1Story,1967,GasA,Y,Attchd,TA,TA,Y,64,0,0,0,0,0,130000
500,Pave,,Lvl,AllPub,1Story,1958,GasA,Y,Attchd,TA,TA,Y,12,285,0,0,0,0,120000
501,Pave,,Lvl,AllPub,2Story,1973,GasA,Y,Detchd,TA,TA,Y,144,28,0,0,0,0,113000
502,Pave,,Lvl,AllPub,2Story,2005,GasA,Y,Attchd,TA,TA,Y,0,108,0,0,0,0,226700
503,Pave,,Lvl,AllPub,1Story,1965,GasA,Y,Detchd,Fa,Fa,Y,0,0,184,0,0,0,140000
504,Pave,,Lvl,AllPub,1Story,1959,GasA,Y,Attchd,TA,TA,Y,0,54,0,0,161,0,289000
505,Pave,,Lvl,AllPub,2Story,1974,GasA,Y,Attchd,TA,TA,Y,260,0,0,0,0,0,147000
506,Pave,Grvl,Lvl,AllPub,2Story,1952,GasA,Y,Detchd,TA,TA,N,0,0,0,0,0,0,124500
507,Pave,,Lvl,AllPub,2Story,1993,GasA,Y,Attchd,TA,TA,Y,182,81,0,0,0,0,215000
508,Pave,,Lvl,AllPub,1Story,2009,GasA,Y,Attchd,TA,TA,Y,0,102,0,0,0,0,208300
509,Pave,,Lvl,AllPub,2Story,1928,GasA,Y,Detchd,TA,TA,N,0,0,116,0,0,0,161000
510,Pave,,Lvl,AllPub,1Story,1959,GasA,Y,Attchd,TA,TA,Y,224,88,0,0,0,0,124500
511,Pave,,Lvl,AllPub,1Story,1951,GasA,Y,CarPort,TA,TA,Y,324,42,0,0,168,0,164900
512,Pave,,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,132,35,0,0,0,0,202665
513,Pave,,Lvl,AllPub,1Story,1958,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,129900
514,Pave,,Bnk,AllPub,1Story,1983,GasA,Y,Attchd,TA,TA,Y,120,0,158,0,0,0,134000
515,Pave,,Lvl,AllPub,1.5Unf,1926,Grav,N,Detchd,Po,Po,Y,0,0,112,0,0,0,96500
516,Pave,,Lvl,AllPub,1Story,2009,GasA,Y,Attchd,TA,TA,Y,156,54,0,0,0,0,402861
517,Pave,,Lvl,AllPub,SLvl,1972,GasA,Y,Attchd,TA,TA,Y,0,104,0,0,0,0,158000
518,Pave,,Lvl,AllPub,2Story,1996,GasA,Y,Attchd,TA,TA,Y,220,0,0,0,0,0,265000
519,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,Attchd,TA,TA,Y,0,36,0,0,0,0,211000
520,Pave,,Lvl,AllPub,2Story,1926,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,145,0,234000
521,Pave,Grvl,Lvl,AllPub,2Story,1900,GasA,N,,,,N,220,114,210,0,0,0,106250
522,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Attchd,TA,TA,Y,0,40,0,0,0,0,150000
523,Pave,,Lvl,AllPub,1.5Fin,1947,GasA,Y,Detchd,TA,TA,Y,0,24,36,0,0,0,159000
524,Pave,,Bnk,AllPub,2Story,2007,GasA,Y,BuiltIn,TA,TA,Y,208,406,0,0,0,0,184750
525,Pave,,Lvl,AllPub,2Story,1996,GasA,Y,Attchd,TA,TA,Y,239,60,0,0,0,0,315750
526,Pave,Pave,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,38,144,0,0,0,0,176000
527,Pave,,Lvl,AllPub,1Story,1956,GasA,Y,Attchd,TA,TA,Y,261,0,156,0,0,0,132000
528,Pave,,Lvl,AllPub,2Story,2008,GasA,Y,Attchd,TA,TA,Y,126,66,0,0,0,0,446261
529,Pave,,Lvl,AllPub,1Story,1920,GasA,Y,,,,N,0,0,144,0,0,0,86000
530,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Attchd,TA,TA,Y,0,0,200,0,0,0,200624
531,Pave,,Lvl,AllPub,SLvl,1988,GasA,Y,Attchd,TA,TA,Y,224,0,0,0,0,0,175000
532,Pave,,Lvl,AllPub,2Story,1920,GasA,Y,Detchd,TA,Fa,Y,0,0,84,0,0,0,128000
533,Pave,,Lvl,AllPub,1Story,1955,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,107500
534,Pave,,Low,AllPub,1Story,1946,GasA,N,,,,N,0,0,0,0,0,0,39300
535,Pave,,Lvl,AllPub,2Story,2004,GasA,Y,Attchd,TA,TA,Y,100,35,0,0,0,0,178000
536,Pave,,Lvl,AllPub,2Story,1910,GasA,Y,,,,N,85,0,148,0,0,0,107500
537,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,Attchd,TA,TA,Y,120,155,0,0,0,0,188000
538,Pave,,Lvl,AllPub,1Story,1972,GasA,Y,Detchd,TA,TA,Y,216,0,0,0,0,0,111250
539,Pave,,Lvl,AllPub,1Story,1968,GasA,Y,Attchd,TA,TA,Y,466,0,0,0,0,0,158000
540,Pave,,Lvl,AllPub,1Story,2001,GasA,Y,Attchd,TA,TA,Y,180,0,0,0,0,0,272000
541,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,270,68,0,0,0,0,315000
542,Pave,,Lvl,AllPub,2Story,2000,GasA,Y,BuiltIn,TA,TA,Y,0,56,0,0,0,0,248000
543,Pave,,Lvl,AllPub,1Story,1998,GasA,Y,Attchd,TA,TA,Y,78,73,0,0,0,0,213250
544,Pave,,Lvl,AllPub,SFoyer,1998,GasA,Y,Attchd,TA,TA,Y,120,40,0,0,0,0,133000
545,Pave,,Lvl,AllPub,2Story,2006,GasA,Y,Attchd,TA,TA,Y,100,24,0,0,0,0,179665
546,Pave,,Lvl,AllPub,1.5Fin,1988,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,229000
547,Pave,,Bnk,AllPub,1.5Fin,1923,GasA,Y,Detchd,TA,TA,Y,0,38,0,144,0,0,210000
548,Pave,,Lvl,AllPub,SFoyer,1970,GasA,Y,Detchd,TA,TA,Y,104,0,0,0,0,0,129500
549,Pave,,HLS,AllPub,1Story,1955,GasA,Y,Detchd,TA,TA,Y,140,50,0,0,0,0,125000
550,Pave,,Lvl,AllPub,2Story,2003,GasA,Y,BuiltIn,TA,TA,Y,182,182,0,0,0,0,263000
551,Pave,,Lvl,AllPub,1Story,1977,GasA,Y,Attchd,TA,TA,Y,0,55,0,0,200,0,140000
552,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,112500
553,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,169,39,0,0,0,0,255500
554,Pave,,Lvl,AllPub,1Story,1949,GasA,Y,Detchd,TA,TA,N,0,96,0,0,0,0,108000
555,Pave,,Lvl,AllPub,2Story,2003,GasA,Y,BuiltIn,TA,TA,Y,320,62,0,0,0,0,284000
556,Pave,,Lvl,AllPub,1.5Unf,1922,GasA,Y,Detchd,TA,TA,Y,0,0,116,0,0,0,113000
557,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Attchd,TA,TA,Y,268,0,0,0,122,0,141000
558,Pave,,Low,AllPub,1.5Fin,1920,GasA,Y,CarPort,TA,TA,Y,0,47,120,0,0,0,108000
559,Pave,,HLS,AllPub,2Story,1996,GasA,Y,Attchd,TA,TA,Y,264,22,0,0,0,0,175000
560,Pave,,Lvl,AllPub,1Story,2003,GasA,Y,Attchd,TA,TA,Y,143,20,0,0,0,0,234000
561,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,95,0,121500
562,Pave,,Lvl,AllPub,1Story,1974,GasA,Y,Attchd,TA,TA,Y,240,38,0,0,0,0,170000
563,Pave,,Lvl,AllPub,1Story,1940,GasA,Y,,,,Y,144,0,0,0,0,0,108000
564,Pave,,Lvl,AllPub,1.5Fin,1918,GasA,Y,Detchd,TA,TA,N,72,36,0,0,144,0,185000
565,Pave,,Lvl,AllPub,2Story,1992,GasA,Y,Attchd,TA,TA,Y,0,40,0,0,0,0,268000
566,Pave,,Bnk,AllPub,2Story,1915,GasA,N,Detchd,TA,TA,Y,0,66,136,0,0,0,128000
567,Pave,,Lvl,AllPub,2Story,2005,GasA,Y,BuiltIn,TA,TA,Y,144,39,0,0,0,0,325000
568,Pave,,Lvl,AllPub,1Story,2004,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,214000
569,Pave,,Low,AllPub,1.5Fin,1983,GasA,Y,BuiltIn,Gd,TA,Y,349,40,0,0,0,0,316600
570,Pave,,Lvl,AllPub,SFoyer,1979,GasA,Y,Detchd,TA,TA,Y,42,0,0,0,0,0,135960
571,Pave,,Lvl,AllPub,1Story,1965,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,142600
572,Pave,,Lvl,AllPub,1Story,1959,GasA,Y,Attchd,TA,TA,Y,168,0,0,0,0,0,120000
573,Pave,,HLS,AllPub,2Story,2009,GasA,Y,Attchd,TA,TA,Y,208,114,0,0,0,0,224500
574,Pave,,Lvl,AllPub,SLvl,2000,GasA,Y,BuiltIn,TA,TA,Y,100,0,0,0,0,0,170000
575,Pave,,Lvl,AllPub,SLvl,1971,GasA,Y,BuiltIn,TA,TA,Y,35,0,0,0,0,0,139000
576,Pave,,Lvl,AllPub,1.5Fin,1947,GasA,Y,Detchd,TA,TA,Y,158,0,102,0,0,0,118500
577,Pave,,Lvl,AllPub,1.5Fin,1928,GasA,Y,Detchd,TA,TA,Y,0,50,0,0,0,0,145000
578,Pave,,Lvl,AllPub,SLvl,1966,GasA,Y,Attchd,TA,TA,Y,160,68,240,0,0,0,164500
579,Pave,Pave,Lvl,AllPub,2Story,2007,GasA,Y,Detchd,TA,TA,Y,0,102,0,0,0,0,146000
580,Pave,Grvl,Lvl,AllPub,1.5Fin,1954,GasA,N,Attchd,Fa,TA,Y,0,0,0,0,0,0,131500
581,Pave,,Lvl,AllPub,1Story,1960,GasA,Y,Attchd,TA,TA,Y,216,110,0,0,0,0,181900
582,Pave,,Lvl,AllPub,1Story,2008,GasA,Y,Attchd,TA,TA,Y,0,90,0,0,0,0,253293
583,Grvl,,Lvl,AllPub,SFoyer,1990,GasA,Y,,,,Y,0,32,0,0,0,0,118500
584,Pave,,Lvl,AllPub,2.5Unf,1893,GasA,Y,Detchd,Gd,TA,Y,105,502,0,0,0,0,325000
585,Pave,,Lvl,AllPub,1.5Fin,1935,GasA,Y,Detchd,TA,TA,Y,0,0,54,0,120,0,133000
586,Pave,,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,326,66,0,0,0,0,369900
587,Pave,,Lvl,AllPub,1Story,1918,GasA,Y,Detchd,TA,TA,N,0,0,112,0,0,0,130000
588,Pave,,Lvl,AllPub,SFoyer,1982,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,137000
589,Pave,,Low,AllPub,1Story,1968,GasA,Y,Attchd,TA,TA,Y,0,48,0,0,60,0,143000
590,Pave,,Lvl,AllPub,1Story,1930,GasA,Y,Detchd,TA,TA,P,0,0,0,0,0,0,79500
591,Pave,,Lvl,AllPub,2Story,2004,GasA,Y,Attchd,TA,TA,Y,0,45,0,0,0,0,185900
592,Pave,,Lvl,AllPub,2Story,2008,GasA,Y,BuiltIn,TA,TA,Y,382,274,0,0,0,0,451950
593,Pave,,Lvl,AllPub,1Story,1982,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,138000
594,Pave,,Lvl,AllPub,1Story,2003,GasA,Y,Attchd,TA,TA,Y,140,0,0,0,0,0,140000
595,Pave,,Lvl,AllPub,1Story,1975,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,110000
596,Pave,,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,180,75,0,0,120,0,319000
597,Pave,Grvl,Lvl,AllPub,2Story,1910,GasA,N,Detchd,TA,Fa,N,0,158,0,0,0,0,114504
598,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,120,16,0,0,0,0,194201
599,Pave,,Bnk,AllPub,1Story,1977,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,217500
600,Pave,,Lvl,AllPub,2Story,1980,GasA,Y,Attchd,TA,TA,Y,161,0,0,0,0,0,151000
601,Pave,,Lvl,AllPub,2Story,2005,GasA,Y,BuiltIn,TA,TA,Y,179,60,0,0,0,0,275000
602,Pave,,Bnk,AllPub,1.5Fin,1937,GasA,Y,Detchd,TA,TA,P,0,162,0,0,126,0,141000
603,Pave,,Lvl,AllPub,2Story,1992,GasA,Y,Attchd,TA,TA,Y,120,150,0,0,0,0,220000
604,Pave,Pave,Lvl,AllPub,2Story,2004,GasA,Y,Detchd,TA,TA,Y,0,172,0,0,0,0,151000
605,Pave,,Lvl,AllPub,1Story,2002,GasA,Y,Attchd,TA,TA,Y,192,36,0,0,0,0,221000
606,Pave,,Lvl,AllPub,2Story,1965,GasA,Y,Attchd,TA,TA,Y,0,42,0,0,189,0,205000
607,Pave,,Low,AllPub,1Story,1996,GasA,Y,Detchd,TA,TA,Y,168,0,0,0,0,0,152000
608,Pave,,Bnk,AllPub,2Story,1948,GasA,Y,Attchd,TA,TA,Y,103,0,0,0,0,0,225000
609,Pave,,HLS,AllPub,2Story,1934,GasA,Y,Basment,TA,TA,Y,0,0,0,0,0,0,359100
610,Pave,,Lvl,AllPub,1Story,1961,GasA,Y,Attchd,TA,TA,Y,64,0,39,0,0,0,118500
611,Pave,,Lvl,AllPub,2Story,2000,GasA,Y,Attchd,TA,TA,Y,253,142,0,0,0,0,313000
612,Pave,,Lvl,AllPub,SLvl,1978,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,148000
613,Pave,,Lvl,AllPub,2Story,2001,GasA,Y,BuiltIn,TA,TA,Y,160,122,0,0,0,0,261500
614,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,,,,Y,0,30,0,0,0,0,147000
615,Pave,,Lvl,AllPub,SFoyer,1972,GasA,Y,,,,Y,96,24,0,0,0,0,75500
616,Pave,,Lvl,AllPub,SFoyer,1963,GasA,Y,Attchd,TA,TA,Y,120,0,0,0,0,0,137500
617,Pave,,Lvl,AllPub,2Story,2002,GasA,Y,Attchd,TA,TA,Y,100,75,0,0,0,0,183200
618,Pave,,HLS,AllPub,1.5Unf,1954,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,105500
619,Pave,,Lvl,AllPub,1Story,2007,GasA,Y,Attchd,TA,TA,Y,0,108,0,0,260,0,314813
620,Pave,,Lvl,AllPub,2Story,2003,GasA,Y,Attchd,TA,TA,Y,168,0,0,0,0,0,305000
621,Pave,Grvl,Lvl,AllPub,1Story,1914,GasA,N,,,,N,0,0,100,0,0,0,67000
622,Pave,,Lvl,AllPub,2Story,1974,GasA,Y,Attchd,TA,TA,Y,38,243,0,0,0,0,240000
623,Pave,,Lvl,AllPub,1Story,1977,GasA,Y,Detchd,TA,TA,Y,192,0,0,0,0,0,135000
624,Pave,,Lvl,AllPub,2Story,2000,GasA,Y,Detchd,TA,TA,Y,0,32,0,0,0,0,168500
625,Pave,,Lvl,AllPub,2Story,1972,GasA,Y,Attchd,TA,TA,Y,148,0,0,0,147,0,165150
626,Pave,,Lvl,AllPub,1Story,1962,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,385,0,160000
627,Pave,,Lvl,AllPub,1Story,1960,GasA,Y,Attchd,TA,TA,Y,0,0,36,0,0,0,139900
628,Pave,,Lvl,AllPub,SLvl,1955,GasA,Y,Basment,TA,TA,Y,0,0,189,0,0,0,153000
629,Pave,,HLS,AllPub,2Story,1969,GasA,Y,Attchd,TA,TA,Y,335,0,0,0,0,0,135000
630,Pave,,Lvl,AllPub,SLvl,1964,GasA,Y,Attchd,TA,TA,Y,176,0,0,0,0,0,168500
631,Pave,Grvl,Lvl,AllPub,2Story,1880,GasA,Y,Detchd,Fa,Po,N,0,0,293,0,0,0,124000
632,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,156,73,0,0,0,0,209500
633,Pave,,Lvl,AllPub,1Story,1977,GasA,Y,Attchd,TA,TA,Y,192,0,0,0,0,0,82500
634,Pave,,Lvl,AllPub,1Story,1954,GasA,Y,Attchd,TA,TA,Y,390,0,0,0,0,0,139400
635,Pave,,Lvl,AllPub,SFoyer,1980,GasA,Y,Detchd,TA,TA,Y,264,56,0,0,0,0,144000
636,Pave,Pave,Bnk,AllPub,2.5Fin,1914,GasA,Y,,,,N,0,110,0,0,0,0,200000
637,Pave,,Lvl,AllPub,1Story,1936,Grav,N,,,,N,0,0,0,0,0,0,60000
638,Pave,,Lvl,AllPub,1.5Fin,1954,GasA,Y,BuiltIn,TA,TA,Y,0,0,0,0,0,0,93000
639,Pave,,Lvl,AllPub,1Story,1910,GasA,Y,,,,P,328,0,164,0,0,0,85000
640,Pave,,Lvl,AllPub,1Story,2006,GasA,Y,Attchd,TA,TA,Y,312,0,0,0,0,0,264561
641,Pave,,Lvl,AllPub,1Story,2003,GasA,Y,Attchd,TA,TA,Y,185,140,0,0,0,0,274000
642,Pave,,Lvl,AllPub,2Story,2001,GasA,Y,Attchd,TA,TA,Y,0,235,0,0,0,0,226000
643,Pave,,Lvl,AllPub,SLvl,1972,GasA,Y,Attchd,TA,TA,Y,269,111,0,0,0,0,345000
644,Pave,,Lvl,AllPub,2Story,1969,GasA,Y,Attchd,TA,TA,Y,208,0,0,0,0,0,152000
645,Pave,,Lvl,AllPub,1Story,2009,GasA,Y,Attchd,TA,TA,Y,195,130,0,0,0,0,370878
646,Pave,,Lvl,AllPub,1Story,1971,GasA,Y,Detchd,TA,TA,Y,0,312,40,0,0,0,143250
647,Pave,,Lvl,AllPub,1Story,1950,GasA,Y,Detchd,TA,TA,Y,0,27,0,0,0,0,98300
648,Pave,,Lvl,AllPub,1Story,1953,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,287,0,155000
649,Pave,,Lvl,AllPub,2Story,1966,GasA,Y,Attchd,TA,TA,Y,0,124,216,0,0,0,155000
650,Pave,,Lvl,AllPub,SFoyer,1970,GasA,Y,,,,Y,0,0,0,0,0,0,84500
651,Pave,,Lvl,AllPub,2Story,2007,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,205950
652,Pave,,Lvl,AllPub,2Story,1940,GasA,Y,Detchd,Fa,Po,P,120,0,0,0,0,0,108000
653,Pave,,Lvl,AllPub,2Story,1996,GasA,Y,Attchd,TA,TA,Y,0,120,0,0,0,0,191000
654,Pave,Grvl,Lvl,AllPub,1.5Fin,1906,GasA,Y,Detchd,TA,TA,Y,57,0,239,0,0,0,135000
655,Pave,,Lvl,AllPub,1Story,1995,GasA,Y,Attchd,TA,TA,Y,236,46,0,0,0,0,350000
656,Pave,,Lvl,AllPub,2Story,1971,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,88000
657,Pave,,Lvl,AllPub,1Story,1959,GasA,Y,Attchd,TA,TA,Y,0,0,0,0,0,0,145500
658,Pave,,HLS,AllPub,2Story,1931,GasA,Y,Attchd,TA,TA,P,0,0,112,0,0,0,149000
659,Pave,,Lvl,AllPub,1.5Fin,1948,GasA,Y,Attchd,TA,TA,Y,192,0,0,0,0,0,97500
660,Pave,,Lvl,AllPub,1Story,1964,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,167000
661,Pave,,Lvl,AllPub,2Story,1976,GasA,Y,Attchd,TA,TA,Y,0,113,252,0,0,0,197900
662,Pave,,Lvl,AllPub,2Story,1994,GasA,Y,Attchd,TA,TA,Y,517,76,0,0,0,0,402000
663,Pave,,Lvl,AllPub,1Story,1968,GasA,Y,Attchd,TA,TA,Y,0,0,240,0,0,0,110000
664,Pave,,Lvl,AllPub,SFoyer,1972,GasA,Y,Detchd,TA,TA,Y,0,0,180,0,0,0,137500
665,Pave,,Lvl,AllPub,1Story,2005,GasA,Y,Attchd,TA,TA,Y,192,267,0,0,0,0,423000
666,Pave,,Lvl,AllPub,2Story,2000,GasA,Y,Attchd,TA,TA,Y,188,124,0,0,0,0,230500
667,Pave,,Lvl,AllPub,2Story,1965,GasA,Y,CarPort,TA,TA,Y,0,265,0,0,0,0,129000
668,Pave,,Lvl,AllPub,1Story,1994,GasA,Y,Attchd,TA,TA,Y,224,42,0,0,0,0,193500
669,Pave,,Bnk,AllPub,1Story,1956,GasA,Y,Detchd,TA,TA,Y,304,0,0,0,0,0,168000
670,Pave,,Lvl,AllPub,1Story,1922,GasA,Y,Detchd,TA,Fa,Y,0,0,67,0,0,0,137500
671,Pave,,Lvl,AllPub,2Story,2005,GasA,Y,Attchd,TA,TA,Y,100,35,0,0,0,0,173500
672,Pave,,Lvl,AllPub,2Story,1925,GasA,N,Detchd,TA,TA,Y,147,0,0,0,0,0,103600
673,Pave,,Lvl,AllPub,1Story,1977,GasA,Y,Attchd,TA,TA,Y,198,42,0,0,0,0,165000
674,Pave,,Lvl,AllPub,1Story,1957,GasA,Y,Attchd,TA,TA,Y,0,87,0,0,200,0,257500
675,Pave,,Lvl,AllPub,1Story,1965,GasA,Y,Attchd,TA,TA,Y,426,0,0,0,0,0,140000
676,Pave,,Lvl,AllPub,2Story,1978,GasA,Y,Attchd,TA,TA,Y,28,0,0,0,0,0,148500
677,Pave,Grvl,Lvl,AllPub,2Story,1900,GasW,N,2Types,Fa,Fa,N,0,0,90,0,0,0,87000
678,Pave,,Lvl,AllPub,1Story,1924,GasA,Y,Detchd,Fa,Fa,N,316,0,120,0,0,0,109500
679,Pave,,Lvl,AllPub,1Story,2008,GasA,Y,Attchd,TA,TA,Y,322,82,0,0,0,0,372500
680,Pave,,Lvl,AllPub,1Story,1961,GasA,Y,Detchd,TA,TA,Y,0,0,0,0,0,0,128500
681,Pave,,Lvl,AllPub,1Story,1980,GasA,Y,Attchd,TA,TA,Y,80,0,0,0,0,0,143000
682,Pave,Pave,Bnk,AllPub,1.5Fin,1932,GasA,Y,Detchd,TA,TA,Y,0,0,56,0,0,0,159434
683,Pave,,HLS,AllPub,1Story,1996,GasA,Y,Attchd,TA,TA,Y,307,0,0,0,0,0,173000
684,Pave,,Lvl,AllPub,1Story,2002,GasA,Y,Attchd,TA,TA,Y,257,45,0,0,0,0,285000
685,Pave,,Lvl,AllPub,2Story,1998,GasA,Y,Attchd,TA,TA,Y,0,81,0,0,0,0,221000
686,Pave,,Lvl,AllPub,2Story,1984,GasA,Y,Attchd,TA,TA,Y,219,0,0,0,0,0,207500
687,Pave,,Lvl,AllPub,2Story,2007,GasA,Y,Attchd,TA,TA,Y,144,105,0,0,0,0,227875
688,Pave,,Lvl,AllPub,2Story,2004,GasA,Y,Detchd,TA,TA,Y,0,60,0,0,0,0,148800
